"","corr_coefs","p_vals","p_vals_adjusted"
"Factor4_ITS_otu551",0.0487085788698188,0.454504053204034,0.582028405625735
"Factor4_ITS_otu876",0.0549742765860212,0.398515538734222,0.526287142730434
"Factor4_ITS_otu114_ITS",-0.062886628986059,0.334035973113171,0.458919266756982
"Factor4_ITS_otu1019",0.0497638571300632,0.44477721765286,0.573870001649692
"Factor4_ITS_otu454",0.0515554435887102,0.428536860680118,0.556837410154257
"Factor4_ITS_otu96",-0.053202862066685,0.413910496932535,0.543336962452381
"Factor4_ITS_otu990",-0.0869205150337825,0.181413592978371,0.282529366113856
"Factor4_ITS_otu984",-0.0549568761833418,0.398665075370461,0.526287142730434
"Factor4_ITS_otu783",-0.0589427117167377,0.365293858459965,0.492628152970458
"Factor4_ITS_otu313",-0.0482355961507755,0.458902044018479,0.586489159395814
"Factor4_ITS_otu336",-0.101588353512688,0.118046977178644,0.201056106549285
"Factor4_ITS_otu832",0.0450211662639359,0.489410573017466,0.616013447483876
"Factor4_ITS_otu323",0.0353185536337717,0.587702324076473,0.706462234012488
"Factor4_ITS_otu1259",0.0466191928853388,0.474109490967632,0.600150457671206
"Factor4_ITS_otu365",0.0395350746239368,0.54388829993629,0.666542517599897
"Factor4_ITS_otu332",-0.0598692004617415,0.357792537417101,0.484294384419453
"Factor4_ITS_otu632",0.044713651650577,0.492385036872931,0.618886108808716
"Factor4_ITS_otu98",0.0353752658624591,0.587102411821333,0.70634037819968
"Factor4_ITS_otu472",-0.0629980318925173,0.333178684353929,0.458478178845402
"Factor4_ITS_otu629",0.0444477688340303,0.494964557113134,0.621431272146445
"Factor4_ITS_otu581_ITS",-0.045177378308963,0.487903287527364,0.614671872547981
"Factor4_ITS_otu75_ITS",0.0387194368716674,0.552236271725551,0.674838512137227
"Factor4_ITS_otu1003",0.0443723961602621,0.495697104664966,0.622046513437201
"Factor4_ITS_otu705",0.0366629539478431,0.573557502588237,0.695591013777224
"Factor4_ITS_otu779",-0.0546603240464669,0.401218761379382,0.528841789793481
"Factor4_ITS_otu24",0.0444956151911412,0.494499836445877,0.62115185136321
"Factor4_ITS_otu970",0.0261424283504078,0.688235340193311,0.788795195529867
"Factor4_ITS_otu76",-0.0282291843000665,0.664802515986908,0.769850317610121
"Factor4_ITS_otu610",-0.072490307654962,0.265320243717484,0.382759519198733
"Factor4_ITS_otu275",0.0223407261317916,0.731685592339179,0.823536414710589
"Factor4_ITS_otu30",-0.0313786721975271,0.630049929251383,0.740980315694542
"Factor4_ITS_otu579",0.028627442037922,0.660366245371117,0.767111949313788
"Factor4_ITS_otu425",0.0222047417744798,0.733256721408667,0.82491381158475
"Factor4_ITS_otu840",-0.0526577707767367,0.418717206860633,0.546569789108154
"Factor4_ITS_otu222",0.0230976039765443,0.722961394364636,0.816914527112463
"Factor4_ITS_otu1183",-0.0515666378626536,0.428436476549578,0.556837410154257
"Factor4_ITS_otu414",0.0317344892419287,0.626172559791784,0.738036918332661
"Factor4_ITS_otu177",-0.0561398647136899,0.388575230893156,0.516422521886501
"Factor4_ITS_otu172",0.0159279259184538,0.806885508654988,0.879210420433324
"Factor4_ITS_otu1049",-0.0554912392991671,0.394088161022526,0.521856547766019
"Factor4_ITS_otu328",0.0278085069034847,0.669501222260616,0.773197044168609
"Factor4_ITS_otu732",0.0213296089271805,0.743394106710993,0.833195134658989
"Factor4_ITS_otu2",-0.0311065449714512,0.633022180168572,0.743112994110932
"Factor4_ITS_otu320",0.0230385947212526,0.723640300499385,0.817321607565356
"Factor4_ITS_otu305",-0.0210358001751337,0.746807571192705,0.835019780718081
"Factor4_ITS_otu13",-0.0256089422571887,0.694275176412146,0.793589940952387
"Factor4_ITS_otu7_ITS",-0.0189868468004615,0.770746233212588,0.852507153165281
"Factor4_ITS_otu382",-0.00926921105746332,0.886883632526074,0.936586567693408
"Factor4_ITS_otu214",0.0234766315601679,0.718605836991754,0.814504627434312
"Factor4_ITS_otu217",0.0166845258135051,0.797905277084606,0.872018336481472
"Factor4_ITS_otu411",-0.0267412019219433,0.681479826023331,0.783503251344618
"Factor4_ITS_otu54_ITS",0.0169610901348222,0.794629234431137,0.870292052227099
"Factor4_ITS_otu102",-0.0730379453485004,0.261717093553879,0.378724116573421
"Factor4_ITS_otu511",0.0148458235261474,0.819772991598638,0.888347158196243
"Factor4_ITS_otu5",0.0254442849897313,0.696143259630674,0.795370806660436
"Factor4_ITS_otu300",-0.020792860529276,0.749633775005851,0.836004622995655
"Factor4_ITS_otu31_ITS",-0.0152783553868122,0.814615667718239,0.885133486679813
"Factor4_ITS_otu824",0.015839738616412,0.80793389324546,0.879605448291429
"Factor4_ITS_otu419_ITS",-0.0208934031770922,0.748463718803299,0.835426213546763
"Factor4_ITS_otu805",-0.0377306562810848,0.562439417136362,0.684722983699123
"Factor4_ITS_otu899",-0.0296731324631183,0.648774743050748,0.757790171186324
"Factor4_ITS_otu428",0.0132370625910084,0.839021530974738,0.901965727975776
"Factor4_ITS_otu166",-0.0039816385665321,0.951277519704973,0.967496763696771
"Factor4_ITS_otu529",0.00531835565310758,0.934951915057896,0.957953854556369
"Factor4_ITS_otu22",0.0196108860003256,0.763431172448375,0.845852183122317
"Factor4_ITS_otu1",0.0195844859916687,0.763740216807519,0.845852183122317
"Factor4_ITS_otu508",0.00878694989039213,0.892732551868736,0.939622074494587
"Factor4_ITS_otu429",0.00828954212022325,0.898771246873631,0.942882719112828
"Factor4_ITS_otu324",0.00569971740817143,0.930298943717293,0.956399515284511
"Factor4_ITS_otu719",0.0184295753714913,0.777295825226422,0.857532813636891
"Factor4_ITS_otu748",0.00967527545734898,0.88196356607245,0.934914389537448
"Factor4_ITS_otu1068",0.0135985210031646,0.834687970510292,0.899191366803401
"Factor4_ITS_otu492_ITS",0.0058678181073989,0.928248699466581,0.955446658786907
"Factor4_ITS_otu379",0.00537531041699309,0.934256869343485,0.957953854556369
"Factor4_ITS_otu276",0.00824572535901003,0.899303481260272,0.943055367715698
"Factor4_ITS_otu669",0.00121197887425792,0.985160947284899,0.992123215463591
"Factor4_ITS_otu537",0.00649153764613885,0.920645730136061,0.952776768838519
"Factor4_ITS_otu73",-0.00926637861038707,0.886917967224616,0.936586567693408
"Factor4_ITS_otu1020",-0.0050151780536955,0.938652550030028,0.959242415315571
"Factor4_ITS_otu1040",0.0053906344330578,0.934069871662261,0.957953854556369
"Factor4_ITS_otu613",-0.0196910638370655,0.762492822686878,0.845200557559137
"Factor4_ITS_otu1054",0.00547622842869336,0.933025442090943,0.957667170453489
"Factor4_ITS_otu509",0.0140882755001251,0.828824228517152,0.894753428512834
"Factor4_ITS_otu1166",0.00314067167847,0.961559281034031,0.97447631602224
"Factor4_ITS_otu292",-0.0170733397458347,0.793300604245078,0.86922025527751
"Factor4_ITS_otu84_ITS",0.0150821281256741,0.816954422219391,0.886791406260151
"Factor4_ITS_otu961",-0.0119976859049301,0.853916622366344,0.914910666821083
"Factor4_ITS_otu905",-0.00250698689507389,0.969311078322638,0.9795470726139
"Factor4_ITS_otu10",0.00893554584282286,0.890929729835712,0.938494766746859
"Factor4_ITS_otu727",-0.0218021540538802,0.737914609252168,0.829014205802582
"Factor4_ITS_otu473",-0.00151456820521745,0.981456744154509,0.989558391806728
"Factor4_ITS_otu701",-0.00385980667972165,0.952766592110949,0.968243386990723
"Factor4_ITS_otu356",-0.010565283808344,0.871195881312856,0.927977910980132
"Factor4_ITS_otu954",-0.00091153970002612,0.988839143571288,0.994655844415825
"Factor4_ITS_otu357",0.000113673934081713,0.998608136396879,0.998608136396879
"Factor4_ITS_otu1512_ITS",-0.000377161921176516,0.995381920164758,0.996911505552146
"Factor4_ITS_otu746_ITS",-0.00856746030547993,0.895396487409903,0.940832431562315
"Factor4_ITS_otu682",-0.00688231941702013,0.915885833378605,0.949538629864788
"Factor4_ITS_otu789",-0.00278707098115547,0.965884441507204,0.977315026613798
"Factor4_ITS_otu784",-0.00535386282006709,0.934518598618323,0.957953854556369
"Factor4_ITS_otu41",0.00847215364720295,0.896553587021739,0.941326218055981
"Factor4_ITS_otu1063",-0.00830579306163098,0.898573861073408,0.942882719112828
"Factor4_ITS_otu1199",-0.0085870022688724,0.895159259464928,0.940832431562315
"Factor4_ITS_otu4",0.00703274627673206,0.914054356038122,0.948826152666039
"Factor4_ITS_otu1177",-0.010506634124431,0.8719047419259,0.927977910980132
"Factor4_virome_VC_117_5",-0.873282409860634,1.54675816765552e-40,7.7792837255616e-39
"Factor4_virome_VC_117_2",-0.86514601744108,5.64759438807336e-39,2.54141747463301e-37
"Factor4_virome_VC_612_0",-0.635443320089793,1.32178490219287e-15,2.0673038256858e-14
"Factor4_virome_VC_390_0",-0.583306656475705,7.65011550938164e-13,9.43391648152111e-12
"Factor4_virome_VC_502_1",-0.855948637689073,2.51086290109802e-37,1.09158700700278e-35
"Factor4_virome_VC_611_1",-0.784663136360677,1.61202577549179e-27,4.09390704369946e-26
"Factor4_virome_VC_122_0",-0.592365488785304,2.74822568611524e-13,3.61497378712082e-12
"Factor4_virome_VC_241_3",-0.683645846929643,1.13235763471122e-18,2.07464095216735e-17
"Factor4_virome_VC_385_0",-0.654312828564211,9.69915794944574e-17,1.58460765225021e-15
"Factor4_virome_G23J_7937V__8187",-0.800500344431913,2.39813118985926e-29,7.15256569998721e-28
"Factor4_virome_VC_1254_0",-0.824959668602108,1.61653183841978e-32,5.31590277634196e-31
"Factor4_virome_VC_117_7",-0.717444585955087,3.36146090610381e-21,6.89771777932502e-20
"Factor4_virome_VC_470_0",-0.83464855628326,6.50033566405415e-34,2.38190871118556e-32
"Factor4_virome_VC_470_1",-0.854376389849036,4.67819879677124e-37,1.99992998561971e-35
"Factor4_virome_VC_191_0",-0.66352787852291,2.52885861081931e-17,4.35337069580639e-16
"Factor4_virome_BAX4_V__5853",-0.791696168432899,2.60247541739541e-28,7.02668362696762e-27
"Factor4_virome_VC_241_4",-0.550834589879636,2.34420846555543e-11,2.60298472474012e-10
"Factor4_virome_VC_439_1",-0.803238388788394,1.11488864230064e-29,3.4454088765074e-28
"Factor4_virome_VC_334_1",0.392816864973668,5.37294423540702e-06,3.16818435949862e-05
"Factor4_virome_BAL2_V__2308",-0.717873107327602,3.10546660931483e-21,6.42380794588109e-20
"Factor4_virome_BBN1_V__6069",-0.657791745137855,5.87116432015054e-17,9.77891979297801e-16
"Factor4_virome_BBN3_V__6069",-0.624097537896821,5.8407112996963e-15,8.91751457364346e-14
"Factor4_virome_VC_334_0",0.41780762852208,1.12917204247492e-06,7.40748411495696e-06
"Factor4_virome_VC_242_1",-0.674718921503105,4.63066570035401e-18,8.36454755028735e-17
"Factor4_virome_AZJ1_V__2768",0.524216374558887,2.98162154319823e-10,2.93021427521206e-09
"Factor4_virome_BAY4_V__3146",-0.65571621098405,7.92745741946508e-17,1.31186634070503e-15
"Factor4_virome_AWG0_V__5485",-0.716657962380717,3.88608458726867e-21,7.91095790979693e-20
"Factor4_virome_VC_334_2",0.420293938851699,9.60112483749384e-07,6.39659356056408e-06
"Factor4_virome_VC_171_1",-0.669636690653266,1.01024452539316e-17,1.77484740248867e-16
"Factor4_virome_BBN1_V__3902",-0.59897899961315,1.27524956363702e-13,1.75861028533815e-12
"Factor4_virome_VC_3_2",-0.519019989775477,4.776199613389e-10,4.60562105576796e-09
"Factor4_virome_BAW1_V__1494",-0.617829322077662,1.29375576351123e-14,1.9293508915153e-13
"Factor4_virome_AZB4_V__1934",-0.589480558550581,3.82074437877269e-13,4.92472830731254e-12
"Factor4_virome_AZK1_V__5464",-0.597170040723841,1.57602378861313e-13,2.12763211462772e-12
"Factor4_virome_BAY4_V__5428",-0.687104635239608,6.47304334486113e-19,1.21192380872765e-17
"Factor4_virome_G23J7928V2__1013",-0.564626326413462,5.73357155244598e-12,6.59489283947262e-11
"Factor4_virome_VC_334_3",0.35978923308765,3.50628735180384e-05,0.000178799742691389
"Factor4_virome_BAW0_V__4760",-0.550322864019884,2.46690983942302e-11,2.70411270859831e-10
"Factor4_virome_VC_337_0",0.362398272721847,3.04562228356728e-05,0.000157183524292758
"Factor4_virome_VC_451_1",-0.540317830888852,6.57541907834604e-11,6.87910701371951e-10
"Factor4_virome_VC_400_0",-0.333961366728829,0.000132551997309274,0.000607135487675514
"Factor4_virome_VC_3_3",-0.507841405964548,1.28167071364699e-09,1.19544922927438e-08
"Factor4_virome_VC_715_0",-0.477746445363898,1.54179842996043e-08,1.2757138622092e-07
"Factor4_virome_VC_378_4",-0.440041655916139,2.5259645936318e-07,1.80476300352802e-06
"Factor4_virome_VC_176_0",0.360100376085215,3.44810372836323e-05,0.000176534651961112
"Factor4_virome_BAX1_V__456",-0.386497308294786,7.81616556331645e-06,4.4355010331652e-05
"Factor4_virome_BAO5_V__2849",0.433867176815805,3.86994216960989e-07,2.68281126082415e-06
"Factor4_virome_BAX6_V__456",-0.37400559943421,1.60333263480238e-05,8.56780876722522e-05
"Factor4_virome_G23J_8064V__6211",0.386776321904752,7.68913415584365e-06,4.37308849439888e-05
"Factor4_virome_G18F_V17__62",0.423373764531922,7.8394347118718e-07,5.29161843051347e-06
"Factor4_virome_BAH1_V__5959",-0.449211530780538,1.31952794391069e-07,9.81040340907511e-07
"Factor4_virome_G23J_8062V__2957",0.337895875432267,0.000109050574165446,0.000505813241834302
"Factor4_virome_VC_1188_0",0.392056514455848,5.62309825100178e-06,3.30051419080539e-05
"Factor4_virome_VC_19_0",0.345359177674825,7.47664815153902e-05,0.000355799675486041
"Factor4_virome_BAH14_V__495",-0.454260547247953,9.15321731684859e-08,6.90529482874019e-07
"Factor4_virome_VC_588_0",-0.401393955032291,3.19047747698073e-06,1.97194571770014e-05
"Factor4_virome_G03J_7869_V4__357",-0.0969054885280195,0.280381207286161,0.399657807277739
"Factor4_virome_VC_432_0",0.416187923331666,1.25413564451231e-06,8.16461403089869e-06
"Factor4_virome_G18F_V9__4157",0.454718835865961,8.85173472689829e-08,6.75735106383753e-07
"Factor4_virome_AZC5_V__6593",-0.378193516419732,1.26425939234305e-05,6.89962838587218e-05
"Factor4_virome_AZB2_V__5526",-0.458852879259956,6.52908448170579e-08,5.10582368767541e-07
"Factor4_virome_G23J_7943V__6840",0.305992104871718,0.000493079132523827,0.00196389437099941
"Factor4_virome_VC_93_0",-0.185959428777179,0.0370868201376926,0.077667894428242
"Factor4_virome_VC_71_1",0.365616154903547,2.55561535258385e-05,0.00013350617880606
"Factor4_virome_G21F_7876_V1__681",-0.299049700431622,0.000670029904653804,0.00258440106080753
"Factor4_virome_AZV1_V__6033",0.397002152541465,4.17394696311887e-06,2.51909975538821e-05
"Factor4_virome_VC_628_0",0.261332919480396,0.00311896242664991,0.00998768866960926
"Factor4_virome_G23J_7933V__2093",0.378213596399132,1.26280996582579e-05,6.89962838587218e-05
"Factor4_virome_VC_173_0",0.346706021576456,6.97721812917675e-05,0.000333753756741861
"Factor4_virome_VC_237_0",0.297629914371418,0.000712734882107559,0.00271644126687354
"Factor4_virome_G01M_8588_V__42",0.39023972589336,6.26614723860466e-06,3.62814168555778e-05
"Factor4_virome_G23J7927V1__1891",0.322343401249882,0.000232329574456422,0.0010083339398997
"Factor4_virome_G23J_8062V__3047",-0.348336943859858,6.41419168783627e-05,0.000312189785185959
"Factor4_virome_G01M_8528_V__367",0.368053930615198,2.23480511656911e-05,0.000117705854702254
"Factor4_virome_VC_882_0",0.387812958468777,7.2340394206145e-06,4.15107631182912e-05
"Factor4_virome_BAC3_V__2033",0.162486543986722,0.0690901555888474,0.132085705358207
"Factor4_virome_G23J_8064V__4094",0.320382641045909,0.000254849189743044,0.0010910094160946
"Factor4_virome_VC_9_0",-0.338619853181802,0.000105173861081706,0.000490492643044681
"Factor4_virome_VC_1074_0",0.37616388136154,1.4191313116258e-05,7.66330908277934e-05
"Factor4_virome_G03J_7944_V3__2093",0.380462826300454,1.11000707717112e-05,6.16270162974876e-05
"Factor4_virome_VC_785_0",0.360021390436527,3.46278762229575e-05,0.000176933271936028
"Factor4_virome_G21F_7881_V3__103",0.377215400332512,1.33679151772586e-05,7.27997928443066e-05
"Factor4_virome_G01M_8349_V__811",0.397308642816553,4.09691822664816e-06,2.48430147786112e-05
"Factor4_virome_VC_1485_0",0.307530153028459,0.000460221422980402,0.00184448117178864
"Factor4_virome_BAM2_V__428",0.345169307698209,7.54968233323788e-05,0.000357947045928931
"Factor4_virome_G23J_7940V__6341",-0.293972931733145,0.000834490051415374,0.00310212606069628
"Factor4_virome_VC_1015_0",0.353764122219443,4.8316465303089e-05,0.000239713217606235
"Factor4_virome_VC_796_0",0.15765258524752,0.0778917384974585,0.145303497633441
"Factor4_virome_VC_126_1",-0.262649993637188,0.00296634509467775,0.0095466438743393
"Factor4_virome_VC_235_0",0.227344693284858,0.0104635886391437,0.0276406847161725
"Factor4_virome_G23J7928V2__426",-0.311047415555666,0.000392522391816983,0.00160066762322824
"Factor4_virome_VC_6_0",0.206580211893976,0.020295493780711,0.0474548236531666
"Factor4_virome_G23J_8060V__2337",0.214644354844161,0.015797266514338,0.0386272532023613
"Factor4_virome_BAH1_V__10073",0.315492504667922,0.000320115125776499,0.00133511430506784
"Factor4_virome_VC_41_0",-0.251953987920324,0.00442646182121847,0.0134365379543496
"Factor4_virome_G18F_V6__4097",0.309860406121052,0.000414267331781308,0.00167866620224179
"Factor4_virome_VC_344_2",0.211060401261705,0.0176765364232218,0.0422163090554599
"Factor4_virome_VC_203_0",0.147130597795998,0.100168488850929,0.178177651804877
"Factor4_virome_VC_3_0",-0.266166947501584,0.00259124386294705,0.00852120578007589
"Factor4_virome_VC_779_1",0.293617375999378,0.000847291384266233,0.00314061040555331
"Factor4_virome_G23J_8062V__5887",-0.251086296439697,0.00456930150967462,0.013772336512709
"Factor4_virome_VC_487_0",0.226349876411029,0.0108150960089904,0.0283357724852507
"Factor4_virome_VC_34_1",0.327203915383797,0.000184214794600189,0.000817732296282636
"Factor4_virome_BAF1_V__502",0.234119466423359,0.00832565338049771,0.0227911429252685
"Factor4_virome_VC_1266_1",0.420249586439482,9.62905304282303e-07,6.39858058415572e-06
"Factor4_virome_G03J_7869_V4__4566",0.320813606212205,0.000249732774286923,0.00107297247243879
"Factor4_virome_VC_117_6",-0.146651691815761,0.101290900199986,0.179427596003428
"Factor4_virome_VC_1497_0",0.29236728692089,0.000893740721217118,0.0032890171447947
"Factor4_virome_G23J_8060V__5405",0.159926039898892,0.0736460192643498,0.138592838894393
"Factor4_virome_AZV1_V__6417",0.112827867242571,0.208432111642392,0.317475276937491
"Factor4_virome_VC_64_0",0.178652223808924,0.0453371665663558,0.0921243288323384
"Factor4_virome_VC_55_4",-0.102443641106366,0.253673299361114,0.369698748791802
"Factor4_virome_G01M_8197_V__5599",0.131714848845907,0.141514706016299,0.2317913288198
"Factor4_virome_VC_413_1",0.328047803512833,0.000176870114851495,0.000793132595444205
"Factor4_virome_VC_409_0",0.239752659293548,0.00685203755112955,0.0194850070051522
"Factor4_virome_BBD6_V__1316",0.268973209129035,0.00232327798674506,0.00771918139378378
"Factor4_virome_BAC3_V__5476",-0.272156432106624,0.00204985035995159,0.00686405505649585
"Factor4_virome_G01M_8337_V__6020",0.285611971050329,0.00118761327605416,0.0042133168092378
"Factor4_virome_G23J_8067V__5311",0.111333475718806,0.214560415606006,0.324497326668282
"Factor4_virome_G23J_7943V__5311",0.102598855961629,0.252950881687256,0.369066559458368
"Factor4_virome_VC_228_0",0.217592292425713,0.014384082123942,0.0356130990809954
"Factor4_virome_G21F_7947_V5__4049",0.343467433560022,8.23472353846684e-05,0.000388988321844704
"Factor4_virome_BAX1_V__615",-0.196845462353963,0.0271589299936235,0.0604166944902403
"Factor4_virome_G01M_8396_V__5423",0.266921010629133,0.00251662483418889,0.00829709858572558
"Factor4_virome_VC_192_0",-0.218117668666019,0.014144141692031,0.0351727486861347
"Factor4_virome_G01M_8349_V__5516",0.135721704887116,0.129693981580926,0.216016274516283
"Factor4_virome_G01M_8340_V__2347",0.261226845513199,0.00313155630335784,0.0100155136136071
"Factor4_virome_AZT2_V__115",0.302759291930415,0.000569298630663631,0.00224653998100341
"Factor4_virome_BAM1_V__1266",0.24092602437074,0.00657598077515602,0.0188042259624027
"Factor4_virome_VC_357_0",0.257630704159932,0.00358655864503537,0.0112463605434178
"Factor4_virome_G18F_V9__5494",0.273684942306533,0.001929218228861,0.00651111152240589
"Factor4_virome_G01M_8757_V__1132",0.263249060303647,0.00289918151050868,0.00936574379654253
"Factor4_virome_G01M_8418_V__5658",0.150574315284299,0.0923833851680872,0.16699322266113
"Factor4_virome_AZP1_V__1226",0.17877936156605,0.0451815316653042,0.092055773702921
"Factor4_virome_G21F_7946_V4__6030",0.120819313421334,0.177780775702918,0.278030339783874
"Factor4_virome_G01M_8653_V__5506",0.160653063655961,0.0723284338961919,0.136614457248698
"Factor4_virome_VC_703_0",0.162850111596007,0.0684622184190105,0.131048947943852
"Factor4_virome_VC_996_0",0.201435793203236,0.0237089226204948,0.054008336164804
"Factor4_virome_G18F_V20__1941",0.077971852194161,0.385486681841737,0.513115380863547
"Factor4_virome_VC_952_0",0.228333238796055,0.0101242826143446,0.0269106579334652
"Factor4_virome_AWG10_V__1917",0.28251798350843,0.00134964876260268,0.00473577164989861
"Factor4_virome_G01M_8337_V__3215",0.155374353110266,0.0823417036773377,0.152385620441826
"Factor4_virome_VC_1153_0",0.244196826619804,0.00585789688345637,0.016977972323238
"Factor4_virome_VC_732_0",-0.216258089642025,0.0150094170446589,0.0369828575596063
"Factor4_virome_VC_698_0",0.2057601861118,0.0208094251094925,0.0485237958234985
"Factor4_virome_VC_64_1",0.0933963173580713,0.298247729067191,0.421490592318096
"Factor4_virome_G18F_V17__5782",0.233452138806624,0.00851756813080509,0.0231927412478928
"Factor4_virome_G01M_8653_V__5648",0.184911476657405,0.0381861634352593,0.0798312433267113
"Factor4_virome_VC_294_0",-0.158187844724565,0.0768748213561101,0.143929866261622
"Factor4_virome_BAY4_V__6408",-0.189477523546311,0.0335889475885012,0.0717365949746091
"Factor4_virome_VC_231_0",0.112010174863071,0.211769648212825,0.321413696843726
"Factor4_virome_VC_4_0",-0.210757117101192,0.0178441014053851,0.0425768559114537
"Factor4_virome_G21F_7946_V4__3880",0.0209420067500039,0.81595074569063,0.886076910540417
"Factor4_virome_G23J_7936V__380",-0.227904008821521,0.0102704032069481,0.0272144465142787
"Factor4_virome_VC_99_0",-0.178776940797121,0.0451844908740653,0.092055773702921
"Factor4_virome_G01M_8399_V__1357",0.0317284821020166,0.724320352604995,0.817729623429495
"Factor4_virome_BAF1_V__7126",0.312671971845588,0.000364467114736825,0.00149817011105762
"Factor4_virome_G21F_7876_V1__5956",-0.186392045681439,0.0366408147694534,0.0769171143193281
"Factor4_virome_G23J_7940V__5607",-0.178448450047285,0.0455875459030684,0.0924364073054312
"Factor4_virome_G21F_7878_V2__5773",0.251162490296205,0.00455659529719775,0.0137501963968379
"Factor4_virome_BAW1_V__649",-0.183114997626602,0.0401343971960043,0.0827529974338834
"Factor4_virome_VC_902_1",0.231630791392537,0.00906139101185506,0.0244143570855128
"Factor4_virome_G23J_7940V__695",-0.105749923895375,0.238590371105082,0.352932123347483
"Factor4_virome_BAH1_V__7277",0.226139267919128,0.0108908282776236,0.0284760188910342
"Factor4_virome_VC_604_0",-0.143941194428793,0.107831076271008,0.186630708930591
"Factor4_virome_VC_32_0",0.0772855886719567,0.389695271887378,0.517374933949858
"Factor4_virome_G21F_7947_V5__7077",0.180986073710005,0.0425503095999776,0.0871041852545432
"Factor4_virome_BAW1_V__3750",-0.191771290413092,0.0314618615096705,0.0682161240678825
"Factor4_virome_G01M_8193_V__1454",-0.157711557657326,0.0777791715994868,0.145199108553627
"Factor4_virome_G18F_V12__4526",-0.280874411111779,0.00144368897938304,0.00502986222111676
"Factor4_virome_VC_210_0",0.0824544679207259,0.358676926049216,0.485235398373544
"Factor4_virome_VC_5_0",-0.215178758232146,0.0155324739310623,0.0380523358483045
"Factor4_virome_AZP2_V__5187",0.205373653059863,0.0210555358860911,0.0489772461796835
"Factor4_virome_G01M_8393_V__1260",0.167958887885556,0.0601186970217958,0.117713326611379
"Factor4_virome_VC_149_5",0.191902807046252,0.0313434425934004,0.0680744540661067
"Factor4_virome_G23J_7936V__3137",-0.213718154560352,0.0162654866572972,0.0395562752372981
"Factor4_virome_VC_482_0",-0.106857923689878,0.233678595072956,0.347268595806565
"Factor4_virome_G23J_8060V__1131",0.10249948511349,0.25341322093484,0.36953093331317
"Factor4_virome_G23J7928V2__1319",0.00104732692078406,0.99071358900672,0.995760327508713
"Factor4_virome_G01M_8197_V__5405",0.116442714436847,0.194128770145711,0.298883730746547
"Factor4_virome_G23J_8060V__7028",0.211879411406074,0.0172308218439728,0.0414995850044978
"Factor4_virome_VC_324_1",0.180145832996159,0.0435366884103916,0.0889105141502026
"Factor4_virome_VC_224_1",0.0143349483667951,0.873421555579455,0.928440236245878
"Factor4_virome_BBN3_V__980",-0.127946635150421,0.153361179671177,0.247247910657806
"Factor4_virome_AZK1_V__365",-0.107631554989301,0.23029133502641,0.344028697928214
"Factor4_virome_VC_344_0",0.139470112398123,0.119335590039586,0.202408931139269
"Factor4_virome_G01M_8399_V__2589",-0.253759080347092,0.00414204445508592,0.0127696442635762
"Factor4_virome_G21F_7947_V5__5490",0.115051670773675,0.199546234503112,0.30575632706122
"Factor4_virome_VC_555_0",0.0787660811455028,0.380650379811189,0.507731785863598
"Factor4_virome_G01M_8418_V__6309",0.209989685274636,0.0182742622655222,0.0432412202131591
"Factor4_virome_G01M_8396_V__433",0.0573280498021302,0.523722933558248,0.648802678247507
"Factor4_virome_G01M_8418_V__5421",0.192969046496601,0.0303972619365991,0.066356576057342
"Factor4_virome_G23J_7940V__5689",0.193317705834401,0.0300931686480702,0.0658843019408206
"Factor4_virome_VC_6_4",-0.166114046938879,0.0630300071724318,0.122478763937339
"Factor4_virome_G23J7927V1__2936",-0.1936695900723,0.0297888851992968,0.0653622673534613
"Factor4_virome_VC_257_0",-0.0164982909765559,0.85451582632812,0.915170394376463
"Factor4_virome_G01M_8337_V__7076",-0.203725812683651,0.022133044658266,0.0510666579832717
"Factor4_virome_AZC1_V__3677",0.217220859026092,0.0145558492122774,0.0359689337471016
"Factor4_virome_G01M_8337_V__5955",0.222515058944132,0.0122689649843306,0.0313133285420976
"Factor4_virome_G01M_8349_V__9884",0.123443615536048,0.168476803754433,0.265934154849305
"Factor4_virome_BAC3_V__3417",-0.087063622815922,0.33235106011869,0.457584792917038
"Factor4_virome_G21F_7878_V2__5647",-0.0554634997022554,0.537335910260236,0.660567638233294
"Factor4_virome_VC_21_0",0.152069385812911,0.089156585616142,0.162534926869513
"Factor4_virome_G21F_7878_V2__8095",0.118421231024276,0.186608260608264,0.289669929903138
"Factor4_virome_BAS3_V__1155",-0.151613204961437,0.090131505873817,0.163846429884012
"Factor4_virome_G23J_8062V__283",-0.0876939704434684,0.328849096048541,0.454470868192084
"Factor4_virome_VC_590_0",-0.145914288283361,0.103038472927161,0.181520386715775
"Factor4_virome_AZT2_V__2083",0.0652045144299163,0.468208600046284,0.593868460913349
"Factor4_virome_G21F_7878_V2__52",0.142438047081716,0.111597828550904,0.19224206194296
"Factor4_virome_VC_151_0",-0.211494305038445,0.0174391733415414,0.0418515244258692
"Factor4_virome_VC_207_2",0.0687155826435536,0.444540995796714,0.573853877311812
"Factor4_virome_VC_326_0",-0.196787394489685,0.0272051782207515,0.0604166944902403
"Factor4_virome_VC_207_1",-0.104947002864614,0.242194407918038,0.357027963396418
"Factor4_virome_VC_209_0",-0.187925657756888,0.0350959361692791,0.0739696600445365
"Factor4_virome_VC_6_1",-0.116546725078782,0.193728024964102,0.298445876296049
