,Genus
otu2277,unclassified_Lachnospiraceae
otu1327,unclassified_Lachnospiraceae
otu1656,unclassified_Lachnospiraceae
otu183,unclassified_Lachnospiraceae
otu2312,unclassified_Lachnospiraceae
otu1440,unclassified_Lachnospiraceae
otu2152,Blautia
otu1263,Blautia
otu1542,unclassified_Lachnospiraceae
otu256,Blautia
otu2500,Blautia
otu135,Agathobacter
otu1040,Lachnospiraceae UCG-008
otu1717,Lachnospiraceae UCG-008
otu3645,unclassified_Lachnospiraceae
otu1066,Blautia
otu2184,Blautia
otu3010,Blautia
otu2627,unclassified_Lachnospiraceae
otu968,unclassified_Lachnospiraceae
otu2258,Lachnospiraceae UCG-008
otu314,Lachnospiraceae UCG-008
otu1894,unclassified_Lachnospiraceae
otu2166,Blautia
otu4210,unclassified_Lachnospiraceae
otu2133,[Ruminococcus] gauvreauii group
otu2556,unclassified_Lachnospiraceae
otu3302,[Ruminococcus] gauvreauii group
otu2300,unclassified_Lachnospiraceae
otu1768,unclassified_Lachnospiraceae
otu1713,unclassified_Lachnospiraceae
otu309,unclassified_Lachnospiraceae
otu2337,unclassified_Lachnospiraceae
otu2853,unclassified_Lachnospiraceae
otu1711,unclassified_Lachnospiraceae
otu1913,unclassified_Lachnospiraceae
otu1231,Lachnospiraceae UCG-001
otu2119,unclassified_Lachnospiraceae
otu663,[Ruminococcus] gauvreauii group
otu471,[Ruminococcus] gauvreauii group
otu1083,[Ruminococcus] gauvreauii group
otu936,unclassified_Lachnospiraceae
otu1904,Blautia
otu697,unclassified_Lachnospiraceae
otu813,Blautia
otu2673,Blautia
otu1461,unclassified_Lachnospiraceae
otu3235,Blautia
otu1681,Lachnospiraceae UCG-008
otu2430,[Ruminococcus] gauvreauii group
otu895,Blautia
otu1686,unclassified_Lachnospiraceae
otu2632,Blautia
otu2394,Blautia
otu2606,unclassified_Lachnospiraceae
otu3803,unclassified_Lachnospiraceae
otu916,Coprococcus
otu1270,unclassified_Lachnospiraceae
otu1132,unclassified_Lachnospiraceae
otu1045,unclassified_Lachnospiraceae
otu786,unclassified_Lachnospiraceae
otu733,Lachnospiraceae UCG-008
otu439,Coprococcus
otu541,Lachnospiraceae UCG-008
otu926,Lachnospiraceae UCG-008
otu521,Blautia
otu855,Coprococcus
otu1001,Coprococcus
otu698,Blautia
otu2210,Blautia
otu1197,Blautia
otu737,Blautia
otu1170,unclassified_Lachnospiraceae
otu4049,Blautia
otu4182,unclassified_Lachnospiraceae
otu2416,Blautia
otu3212,Blautia
otu2728,Blautia
otu2533,Blautia
otu1758,Blautia
otu1267,Blautia
otu1624,[Ruminococcus] torques group
otu999,[Ruminococcus] torques group
otu1297,Blautia
otu2160,[Ruminococcus] torques group
otu3374,Blautia
otu481,unclassified_Lachnospiraceae
otu1981,Anaerostipes
otu1748,unclassified_Lachnospiraceae
otu1038,unclassified_Lachnospiraceae
otu884,[Ruminococcus] torques group
otu498,[Ruminococcus] torques group
otu2297,Blautia
otu3377,Blautia
otu3066,[Ruminococcus] torques group
otu3070,[Ruminococcus] torques group
otu2375,[Ruminococcus] torques group
otu2544,[Ruminococcus] torques group
otu1071,unclassified_Lachnospiraceae
otu3007,unclassified_Lachnospiraceae
otu1222,Blautia
otu3128,Agathobacter
otu1279,Blautia
otu3181,unclassified_Lachnospiraceae
otu1921,Blautia
otu2039,unclassified_Lachnospiraceae
otu1961,Blautia
otu2019,Blautia
otu2026,unclassified_Lachnospiraceae
otu1296,Blautia
otu1246,Blautia
otu230,Blautia
otu694,Blautia
otu2919,Blautia
otu1863,unclassified_Lachnospiraceae
otu1954,Blautia
otu2491,Blautia
otu340,Blautia
otu3417,Blautia
otu3087,Lachnospiraceae UCG-008
otu2183,Lachnospiraceae UCG-008
otu259,Lachnospiraceae UCG-008
otu2633,Lachnospiraceae UCG-008
otu2217,Lachnospiraceae UCG-008
otu1281,Lachnospiraceae UCG-008
otu2445,Lachnospiraceae UCG-008
otu1232,Lachnospiraceae UCG-008
otu1341,unclassified_Lachnospiraceae
otu3151,unclassified_Lachnospiraceae
otu3192,unclassified_Lachnospiraceae
otu3166,unclassified_Lachnospiraceae
otu1568,Lachnospiraceae UCG-008
otu2014,Lachnospiraceae UCG-008
otu3215,Lachnospiraceae UCG-008
otu1338,[Ruminococcus] gauvreauii group
otu3142,[Ruminococcus] gauvreauii group
otu3410,[Ruminococcus] gauvreauii group
otu2860,Lachnospiraceae UCG-008
otu2044,Lachnospiraceae UCG-008
otu3077,unclassified_Lachnospiraceae
otu213,unclassified_Lachnospiraceae
otu1928,Lachnospiraceae UCG-008
otu1751,unclassified_Lachnospiraceae
otu1029,Collinsella
otu200,unclassified_Lachnospiraceae
otu370,[Ruminococcus] torques group
otu565,Collinsella
otu2685,Collinsella
otu2922,unclassified_Lachnospiraceae
otu1605,unclassified_Lachnospiraceae
otu2748,unclassified_Lachnospiraceae
otu2264,unclassified_Lachnospiraceae
otu3359,Blautia
otu3397,Blautia
otu2800,Blautia
otu3253,unclassified_Lachnospiraceae
otu2362,Catenibacillus
otu3662,Catenibacillus
otu3434,Catenibacillus
otu2141,Catenibacillus
otu2024,GCA-900066575
otu2881,GCA-900066575
otu3611,unclassified_Lachnospiraceae
otu2322,Catenibacillus
otu2915,Catenibacillus
otu1781,Frisingicoccus
otu636,Coprococcus
otu3852,Coprococcus
otu1752,Coprococcus
otu2031,Coprococcus
otu1797,Coprococcus
otu3972,Coprococcus
otu2330,Coprococcus
otu2173,Coprococcus
otu2267,Lachnospiraceae UCG-008
otu1563,Lachnospiraceae UCG-003
otu1822,[Eubacterium] ruminantium group
otu1160,Lachnospiraceae NK4A136 group
otu677,unclassified_Lachnospiraceae
otu1466,unclassified_Lachnospiraceae
otu1611,unclassified_Lachnospiraceae
otu425,unclassified_Lachnospiraceae
otu1701,[Ruminococcus] torques group
otu572,Lachnospiraceae UCG-008
otu612,unclassified_Lachnospiraceae
otu1620,unclassified_Lachnospiraceae
otu3155,CHKCI001
otu2649,unclassified_Lachnospiraceae
otu3162,unclassified_Lachnospiraceae
otu3062,unclassified_Lachnospiraceae
otu3506,unclassified_Lachnospiraceae
otu3873,unclassified_Lachnospiraceae
otu4208,CHKCI001
otu3242,CHKCI001
otu3795,CHKCI001
otu3565,unclassified_Lachnospiraceae
otu2234,CHKCI001
otu2745,Lachnospiraceae FCS020 group
otu3123,Lachnospiraceae FCS020 group
otu3428,unclassified_Lachnospiraceae
otu3742,unclassified_Lachnospiraceae
otu3509,Roseburia
otu607,[Eubacterium] hallii group
otu3786,Fusicatenibacter
otu2575,[Eubacterium] hallii group
otu2475,[Eubacterium] hallii group
otu1687,[Eubacterium] hallii group
otu1208,[Eubacterium] hallii group
otu4043,[Eubacterium] hallii group
otu3547,[Eubacterium] hallii group
otu2901,[Eubacterium] hallii group
otu3037,[Eubacterium] hallii group
otu577,[Eubacterium] hallii group
otu611,[Eubacterium] hallii group
otu1321,[Eubacterium] hallii group
otu857,[Eubacterium] hallii group
otu735,[Eubacterium] hallii group
otu1850,[Eubacterium] hallii group
otu1255,[Eubacterium] hallii group
otu3239,[Eubacterium] hallii group
otu106,Sellimonas
otu787,Sellimonas
otu815,Sellimonas
otu970,Sellimonas
otu2358,Sellimonas
otu4070,Sellimonas
otu3967,Sellimonas
otu833,Sellimonas
otu1387,Sellimonas
otu3085,Sellimonas
otu4181,unclassified_Lachnospiraceae
otu3531,Lachnospiraceae UCG-008
otu1708,Eisenbergiella
otu2033,Eisenbergiella
otu1982,Eisenbergiella
otu1827,Eisenbergiella
otu793,Eisenbergiella
otu1736,Eisenbergiella
otu3161,Eisenbergiella
otu1178,Eisenbergiella
otu826,Eisenbergiella
otu1268,Eisenbergiella
otu3275,Eisenbergiella
otu1978,Eisenbergiella
otu1895,Eisenbergiella
otu1818,Eisenbergiella
otu1193,Eisenbergiella
otu3703,Defluviitaleaceae UCG-011
otu3811,Defluviitaleaceae UCG-011
otu1865,Defluviitaleaceae UCG-011
otu1974,Defluviitaleaceae UCG-011
otu2711,Defluviitaleaceae UCG-011
otu2097,Defluviitaleaceae UCG-011
otu2967,unclassified_Lachnospiraceae
otu3249,unclassified_Lachnospiraceae
otu2346,unclassified_Lachnospiraceae
otu2989,unclassified_Lachnospiraceae
otu546,Eisenbergiella
otu1455,Eisenbergiella
otu3175,unidentified
otu3900,unclassified_Lachnospiraceae
otu1365,unclassified_Lachnospiraceae
otu2292,unclassified_Lachnospiraceae
otu2948,unclassified_Lachnospiraceae
otu505,Anaerostipes
otu406,Anaerostipes
otu898,Anaerostipes
otu932,[Ruminococcus] gauvreauii group
otu3574,[Ruminococcus] gauvreauii group
otu2956,Frisingicoccus
otu1985,[Ruminococcus] gauvreauii group
otu3135,Frisingicoccus
otu2923,Frisingicoccus
otu2838,Frisingicoccus
otu2804,Frisingicoccus
otu2973,Frisingicoccus
otu2236,Frisingicoccus
otu1658,Frisingicoccus
otu2969,Frisingicoccus
otu3264,GCA-900066755
otu3143,GCA-900066755
otu2359,GCA-900066755
otu2751,GCA-900066755
otu4167,[Eubacterium] ventriosum group
otu1476,[Eubacterium] ventriosum group
otu849,[Eubacterium] ventriosum group
otu1565,[Eubacterium] ventriosum group
otu1754,[Eubacterium] ventriosum group
otu3514,[Eubacterium] ventriosum group
otu3929,[Eubacterium] ventriosum group
otu4082,[Eubacterium] ventriosum group
otu2483,[Ruminococcus] gauvreauii group
otu3865,[Ruminococcus] gauvreauii group
otu1446,Lachnospiraceae UCG-001
otu1545,[Eubacterium] hallii group
otu3836,Lachnospiraceae UCG-001
otu2784,Lachnospiraceae UCG-001
otu979,Lachnospiraceae UCG-001
otu2787,Lachnospiraceae UCG-001
otu1972,Lachnospiraceae UCG-001
otu3064,Fusicatenibacter
otu4041,Lachnospiraceae UCG-001
otu3118,Lachnospiraceae UCG-001
otu3277,Coprococcus
otu3343,Coprococcus
otu1265,Coprococcus
otu2379,Coprococcus
otu534,Coprococcus
otu2589,Coprococcus
otu666,Coprococcus
otu2069,Coprococcus
otu1886,Coprococcus
otu2167,Coprococcus
otu274,Coprococcus
otu2577,Lachnospiraceae ND3007 group
otu3495,Lachnospiraceae ND3007 group
otu1539,Coprococcus
otu998,Coprococcus
otu873,Coprococcus
otu2349,Coprococcus
otu3916,[Ruminococcus] gauvreauii group
otu2136,[Ruminococcus] gauvreauii group
otu2846,[Ruminococcus] gauvreauii group
otu4134,Tyzzerella
otu1217,Tyzzerella
otu2157,Agathobacter
otu3329,Tyzzerella
otu2694,Tyzzerella
otu2788,Tyzzerella
otu2562,Tyzzerella
otu2329,unclassified_Lachnospiraceae
otu2708,Tyzzerella
otu1201,Tyzzerella
otu2574,Roseburia
otu2080,Tyzzerella
otu1775,Roseburia
otu490,Roseburia
otu2226,Tyzzerella
otu2930,Agathobacter
otu913,Tyzzerella
otu386,Agathobacter
otu4133,unclassified_Lachnospiraceae
otu89,Sellimonas
otu285,Sellimonas
otu705,Sellimonas
otu1205,Sellimonas
otu1953,Sellimonas
otu3880,Sellimonas
otu3913,Sellimonas
otu901,Moryella
otu1907,Moryella
otu854,Moryella
otu1958,Moryella
otu1740,Moryella
otu1753,Moryella
otu324,Lachnoclostridium
otu779,Moryella
otu864,Moryella
otu2241,Moryella
otu3044,unclassified_Lachnospiraceae
otu3952,unclassified_Lachnospiraceae
otu2310,unclassified_Lachnospiraceae
otu3446,unclassified_Lachnospiraceae
otu3716,unclassified_Lachnospiraceae
otu2499,unclassified_Lachnospiraceae
otu3109,unclassified_Lachnospiraceae
otu2092,unclassified_Lachnospiraceae
otu2676,unclassified_Lachnospiraceae
otu544,Lachnoclostridium
otu1390,Lachnoclostridium
otu1586,Lachnoclostridium
otu1194,Lachnoclostridium
otu2666,Lachnoclostridium
otu423,Lachnoclostridium
otu517,Lachnoclostridium
otu959,Lachnoclostridium
otu1371,Lachnoclostridium
otu653,Lachnoclostridium
otu1411,Lachnoclostridium
otu1498,Lachnoclostridium
otu2546,Lachnoclostridium
otu1527,Lachnoclostridium
otu3202,Sellimonas
otu3139,Blautia
otu1546,Blautia
otu3505,Blautia
otu333,Blautia
otu792,Blautia
otu1919,Blautia
otu1706,Blautia
otu2148,Blautia
otu1858,Blautia
otu647,Blautia
otu829,Blautia
otu1180,Blautia
otu583,Blautia
otu2458,Blautia
otu3907,unclassified_Lachnospiraceae
otu1796,unclassified_Lachnospiraceae
otu2327,unclassified_Lachnospiraceae
otu3477,unclassified_Lachnospiraceae
otu2671,unclassified_Lachnospiraceae
otu3240,unclassified_Lachnospiraceae
otu2798,unclassified_Lachnospiraceae
otu2422,unclassified_Lachnospiraceae
otu1457,unclassified_Lachnospiraceae
otu1766,unclassified_Lachnospiraceae
otu2384,Blautia
otu2320,Blautia
otu3078,Blautia
otu1129,Blautia
otu1651,Blautia
otu2323,Blautia
otu2373,Blautia
otu1145,Blautia
otu3413,Agathobacter
otu3792,Blautia
otu3508,GCA-900066575
otu3068,GCA-900066575
otu3254,GCA-900066575
otu1370,Robinsoniella
otu1173,Robinsoniella
otu2513,Robinsoniella
otu2120,Lactonifactor
otu2937,unclassified_Lachnospiraceae
otu2990,Anaerostipes
otu2653,unclassified_Lachnospiraceae
otu1130,unclassified_Lachnospiraceae
otu2509,unclassified_Lachnospiraceae
otu1573,unclassified_Lachnospiraceae
otu1650,unclassified_Lachnospiraceae
otu3209,unclassified_Lachnospiraceae
otu659,[Ruminococcus] torques group
otu262,unclassified_Lachnospiraceae
otu1000,unclassified_Lachnospiraceae
otu2597,Dorea
otu2517,Dorea
otu2027,Dorea
otu2333,Lachnospiraceae UCG-008
otu485,Dorea
otu1866,Lachnoclostridium
otu1355,Lachnoclostridium
otu1655,Dorea
otu667,Lachnoclostridium
otu1336,Dorea
otu273,unclassified_Lachnospiraceae
otu2238,Dorea
otu400,Dorea
otu2273,Dorea
otu2899,unclassified_Lachnospiraceae
otu3149,Agathobacter
otu2098,Dorea
otu2712,Dorea
otu2892,[Eubacterium] fissicatena group
otu3856,[Eubacterium] fissicatena group
otu2614,[Eubacterium] fissicatena group
otu2116,[Eubacterium] fissicatena group
otu2766,[Eubacterium] fissicatena group
otu2997,unclassified_Lachnospiraceae
otu4097,unclassified_Lachnospiraceae
otu1118,[Ruminococcus] gauvreauii group
otu1504,[Ruminococcus] gauvreauii group
otu1912,[Ruminococcus] gauvreauii group
otu520,Lachnoclostridium
otu3008,Lachnoclostridium
otu1769,Lachnoclostridium
otu1159,Sellimonas
otu1825,Sellimonas
otu2707,Sellimonas
otu2877,Sellimonas
otu1628,Sellimonas
otu1843,Sellimonas
otu1803,unclassified_Lachnospiraceae
otu940,unclassified_Lachnospiraceae
otu1887,unclassified_Lachnospiraceae
otu2171,unclassified_Lachnospiraceae
otu812,Ruminococcus
otu3549,unclassified_Lachnospiraceae
otu907,[Ruminococcus] torques group
otu893,Agathobacter
otu443,[Ruminococcus] torques group
otu1735,[Ruminococcus] torques group
otu1161,unclassified_Lachnospiraceae
otu2602,unclassified_Lachnospiraceae
otu2313,unclassified_Lachnospiraceae
otu704,[Ruminococcus] torques group
otu1295,CAG-56
otu2611,CAG-56
otu2957,unclassified_Lachnospiraceae
otu1597,Lachnoclostridium
otu2714,unclassified_Lachnospiraceae
otu719,unclassified_Lachnospiraceae
otu1407,unclassified_Lachnospiraceae
otu1724,Lachnoclostridium
otu3325,[Ruminococcus] torques group
otu777,[Ruminococcus] torques group
otu1544,unclassified_Lachnospiraceae
otu351,[Ruminococcus] torques group
otu119,unclassified_Lachnospiraceae
otu3687,[Ruminococcus] torques group
otu3715,[Ruminococcus] torques group
otu2195,[Ruminococcus] torques group
otu2732,[Ruminococcus] torques group
otu4100,unclassified_Lachnospiraceae
otu2529,unclassified_Lachnospiraceae
otu2934,unclassified_Lachnospiraceae
otu3388,[Ruminococcus] torques group
otu3631,[Ruminococcus] torques group
otu3588,[Ruminococcus] torques group
otu3921,[Ruminococcus] torques group
otu2742,[Ruminococcus] torques group
otu3210,[Ruminococcus] torques group
otu3195,[Ruminococcus] torques group
otu4194,[Ruminococcus] torques group
otu3469,[Ruminococcus] torques group
otu1780,[Ruminococcus] torques group
otu2479,[Ruminococcus] torques group
otu3132,[Ruminococcus] torques group
otu3554,[Ruminococcus] torques group
otu732,unclassified_Lachnospiraceae
otu3949,unclassified_Lachnospiraceae
otu3103,[Ruminococcus] torques group
otu1408,[Ruminococcus] torques group
otu2191,[Ruminococcus] torques group
otu2941,[Ruminococcus] torques group
otu3267,[Ruminococcus] torques group
otu3226,[Ruminococcus] torques group
otu3050,[Ruminococcus] torques group
otu3918,[Ruminococcus] torques group
otu2926,[Ruminococcus] torques group
otu2709,[Ruminococcus] torques group
otu3511,unclassified_Lachnospiraceae
otu4017,unclassified_Lachnospiraceae
otu1790,[Ruminococcus] torques group
otu3335,[Ruminococcus] torques group
otu1994,[Ruminococcus] torques group
otu2842,[Ruminococcus] torques group
otu2867,[Ruminococcus] torques group
otu2692,[Ruminococcus] torques group
otu3906,[Ruminococcus] torques group
otu3320,[Ruminococcus] torques group
otu1176,[Ruminococcus] torques group
otu2369,[Ruminococcus] torques group
otu2046,[Ruminococcus] torques group
otu3493,[Ruminococcus] torques group
otu1372,[Ruminococcus] gnavus group
otu2618,[Ruminococcus] gnavus group
otu3290,[Ruminococcus] gnavus group
otu2752,[Ruminococcus] gnavus group
otu1721,[Ruminococcus] gnavus group
otu2656,[Ruminococcus] gnavus group
otu3639,[Ruminococcus] gnavus group
otu2403,unclassified_Lachnospiraceae
otu2601,unclassified_Lachnospiraceae
otu2760,unclassified_Lachnospiraceae
otu2414,unclassified_Lachnospiraceae
otu2762,unclassified_Lachnospiraceae
otu3054,unclassified_Lachnospiraceae
otu805,unclassified_Lachnospiraceae
otu1433,unclassified_Lachnospiraceae
otu2758,unclassified_Lachnospiraceae
otu3842,unclassified_Lachnospiraceae
otu3225,Lachnoanaerobaculum
otu3379,Lachnoanaerobaculum
otu3670,Anaerostipes
otu2950,Anaerostipes
otu392,Anaerostipes
otu778,Anaerostipes
otu669,Anaerostipes
otu2490,Anaerostipes
otu149,Anaerostipes
otu253,Anaerostipes
otu2615,unclassified_Lachnospiraceae
otu2814,unclassified_Lachnospiraceae
otu3550,unclassified_Lachnospiraceae
otu2828,Anaerostipes
otu3478,Anaerostipes
otu1077,Anaerostipes
otu2735,Anaerostipes
otu862,UC5-1-2E3
otu1048,Lachnospiraceae UCG-008
otu554,Lachnospiraceae UCG-008
otu749,Lachnospiraceae UCG-008
otu1080,UC5-1-2E3
otu3626,Stomatobaculum
otu3997,unidentified
otu1815,Roseburia
otu2717,Roseburia
otu2912,Roseburia
otu2578,unclassified_Lachnospiraceae
otu2432,unclassified_Lachnospiraceae
otu2654,unclassified_Lachnospiraceae
otu1976,Coprococcus
otu1025,[Ruminococcus] torques group
otu2438,unclassified_Lachnospiraceae
otu3207,unclassified_Lachnospiraceae
otu2946,unclassified_Lachnospiraceae
otu784,Coprococcus
otu2843,unclassified_Lachnospiraceae
otu3613,Agathobacter
otu3172,Lachnospiraceae NC2004 group
otu2830,Shuttleworthia
otu3664,Shuttleworthia
otu2172,Roseburia
otu861,Roseburia
otu381,Roseburia
otu2021,Roseburia
otu2054,Roseburia
otu2011,Roseburia
otu378,Roseburia
otu464,Roseburia
otu937,[Eubacterium] hallii group
otu526,Dorea
otu860,unclassified_Lachnospiraceae
otu319,unclassified_Lachnospiraceae
otu1619,Dorea
otu81,unclassified_Lachnospiraceae
otu368,Dorea
otu556,Lachnospiraceae UCG-008
otu660,unclassified_Lachnospiraceae
otu1615,unclassified_Lachnospiraceae
otu1791,unclassified_Lachnospiraceae
otu3305,Ruminococcus
otu320,Ruminococcus
otu2444,Ruminococcus
otu2553,Roseburia
otu446,Roseburia
otu411,Roseburia
otu1903,Roseburia
otu246,Roseburia
otu1830,Roseburia
otu576,Agathobacter
otu976,unclassified_Lachnospiraceae
otu1689,unclassified_Lachnospiraceae
otu1443,unclassified_Lachnospiraceae
otu2102,unclassified_Lachnospiraceae
otu1093,Agathobacter
otu108,unclassified_Lachnospiraceae
otu96,unclassified_Lachnospiraceae
otu2725,Agathobacter
otu1897,unidentified
otu1204,unidentified
otu1868,unidentified
otu984,unclassified_Lachnospiraceae
otu1537,unclassified_Lachnospiraceae
otu3946,unclassified_Lachnospiraceae
otu2715,Shuttleworthia
otu3750,Shuttleworthia
otu2831,Shuttleworthia
otu609,Roseburia
otu2003,Lachnospiraceae UCG-008
otu2470,Moryella
otu4075,Moryella
otu1127,Lachnoclostridium
otu1778,Lachnoclostridium
otu1480,[Ruminococcus] torques group
otu2197,[Ruminococcus] torques group
otu727,[Ruminococcus] torques group
otu1917,Lachnospiraceae UCG-004
otu1405,Lachnospiraceae UCG-004
otu3747,Lachnospiraceae UCG-004
otu4216,unclassified_Lachnospiraceae
otu4153,Murimonas
otu4219,unclassified_Lachnospiraceae
otu3903,Lachnospiraceae UCG-004
otu4013,Leptotrichia
otu3647,Leptotrichia
otu3960,Leptotrichia
otu69,Fusobacterium
otu3774,Fusobacterium
otu3332,Fusobacterium
otu1662,Fusobacterium
otu173,Fusobacterium
otu298,Fusobacterium
otu318,Fusobacterium
otu1853,Fusobacterium
otu137,Fusobacterium
otu3680,unclassified_Lachnospiraceae
otu4218,unidentified
otu3489,unclassified_Lachnospiraceae
otu3579,unclassified_Lachnospiraceae
otu3704,unclassified_Lachnospiraceae
otu2624,unclassified_Lachnospiraceae
otu4148,Sellimonas
otu1945,[Eubacterium] ventriosum group
otu3901,A2
otu4131,unclassified_Lachnospiraceae
otu416,unclassified_Lachnospiraceae
otu3683,Moryella
otu3524,unclassified_Lachnospiraceae
otu3537,unclassified_Lachnospiraceae
otu3568,unclassified_Lachnospiraceae
otu2477,unclassified_Lachnospiraceae
otu3234,unclassified_Lachnospiraceae
otu4160,unclassified_Lachnospiraceae
otu3521,unclassified_Lachnospiraceae
otu3395,unclassified_Lachnospiraceae
otu3963,unclassified_Lachnospiraceae
otu2746,[Eubacterium] hallii group
otu3447,Micrococcus
otu4154,unclassified_Ruminococcaceae
otu1834,unidentified
otu3058,Bacteroides
otu4113,Parabacteroides
otu3153,unidentified
otu536,Campylobacter
otu3947,unclassified_Lachnospiraceae
otu1526,unclassified_Lachnospiraceae
otu1236,unclassified_Lachnospiraceae
otu1660,unclassified_Lachnospiraceae
otu1829,unclassified_Lachnospiraceae
otu1645,unidentified
otu867,unclassified_Lachnospiraceae
otu290,unidentified
otu965,[Eubacterium] oxidoreducens group
otu1271,unidentified
otu1784,[Eubacterium] oxidoreducens group
otu3361,[Eubacterium] oxidoreducens group
otu1728,unclassified_Lachnospiraceae
otu3319,unclassified_Oscillospiraceae
otu4039,unclassified_Lachnospiraceae
otu2150,[Eubacterium] oxidoreducens group
otu3812,[Eubacterium] oxidoreducens group
otu2820,Lachnospiraceae NK4A136 group
otu2380,Colidextribacter
otu3935,Colidextribacter
otu1941,Colidextribacter
otu3659,Colidextribacter
otu2805,Colidextribacter
otu2661,Colidextribacter
otu3533,Colidextribacter
otu3545,Pseudoflavonifractor
otu3763,Flavonifractor
otu3097,Flavonifractor
otu1294,Flavonifractor
otu2052,Flavonifractor
otu1613,Flavonifractor
otu603,Flavonifractor
otu2524,Flavonifractor
otu3270,Flavonifractor
otu1008,Flavonifractor
otu2078,Flavonifractor
otu3252,Intestinimonas
otu3390,Colidextribacter
otu1223,unclassified_Oscillospiraceae
otu2620,unclassified_Oscillospiraceae
otu2096,unclassified_Oscillospiraceae
otu2696,unclassified_Oscillospiraceae
otu891,unclassified_Oscillospiraceae
otu1551,unclassified_Oscillospiraceae
otu1984,unclassified_Oscillospiraceae
otu2158,unclassified_Oscillospiraceae
otu1188,unclassified_Oscillospiraceae
otu3461,Colidextribacter
otu2353,unclassified_Oscillospiraceae
otu2294,Colidextribacter
otu3003,unclassified_Oscillospiraceae
otu2542,Intestinimonas
otu3917,unclassified_Oscillospiraceae
otu3445,Colidextribacter
otu2815,Colidextribacter
otu3110,Colidextribacter
otu3025,Colidextribacter
otu2434,Colidextribacter
otu2037,Intestinimonas
otu3439,Intestinimonas
otu1151,Intestinimonas
otu2334,Intestinimonas
otu2105,Intestinimonas
otu1947,Intestinimonas
otu3698,unclassified_Oscillospiraceae
otu981,Intestinimonas
otu673,Intestinimonas
otu2240,Colidextribacter
otu3939,Colidextribacter
otu3809,Colidextribacter
otu3012,Colidextribacter
otu2198,Intestinimonas
otu3649,[Eubacterium] oxidoreducens group
otu1358,Colidextribacter
otu739,Colidextribacter
otu1939,Colidextribacter
otu1693,Colidextribacter
otu1867,Colidextribacter
otu2437,Colidextribacter
otu3391,Intestinimonas
otu3725,unclassified_Oscillospiraceae
otu2896,unclassified_Oscillospiraceae
otu1389,Colidextribacter
otu1722,Colidextribacter
otu3059,Colidextribacter
otu3176,Colidextribacter
otu3440,Colidextribacter
otu3541,Pseudoflavonifractor
otu649,Pseudoflavonifractor
otu2631,Pseudoflavonifractor
otu1122,Pseudoflavonifractor
otu2972,Pseudoflavonifractor
otu938,Pseudoflavonifractor
otu1965,Pseudoflavonifractor
otu3344,Pseudoflavonifractor
otu722,Pseudoflavonifractor
otu1644,Pseudoflavonifractor
otu2372,Pseudoflavonifractor
otu1579,Pseudoflavonifractor
otu2355,Pseudoflavonifractor
otu1350,Pseudoflavonifractor
otu1081,Pseudoflavonifractor
otu1429,Pseudoflavonifractor
otu1938,Pseudoflavonifractor
otu316,Pseudoflavonifractor
otu910,Pseudoflavonifractor
otu2959,Pseudoflavonifractor
otu1039,Howardella
otu627,Howardella
otu1714,Howardella
otu557,[Eubacterium] oxidoreducens group
otu3598,[Eubacterium] oxidoreducens group
otu214,Flavonifractor
otu537,Flavonifractor
otu154,Flavonifractor
otu258,Flavonifractor
otu990,Flavonifractor
otu403,Flavonifractor
otu169,Flavonifractor
otu690,Flavonifractor
otu32,Flavonifractor
otu66,Flavonifractor
otu1862,Flavonifractor
otu1934,Flavonifractor
otu1404,Flavonifractor
otu251,Flavonifractor
otu1347,Flavonifractor
otu1403,Flavonifractor
otu1449,Flavonifractor
otu695,Flavonifractor
otu1770,Flavonifractor
otu1560,Flavonifractor
otu1211,Flavonifractor
otu501,Flavonifractor
otu1149,Flavonifractor
otu2536,unclassified_Oscillospiraceae
otu2060,Pseudoflavonifractor
otu2878,Flavonifractor
otu1375,Flavonifractor
otu1519,Flavonifractor
otu2187,Flavonifractor
otu2162,Colidextribacter
otu1998,Colidextribacter
otu2256,Colidextribacter
otu2581,Colidextribacter
otu2702,Colidextribacter
otu645,Colidextribacter
otu398,Colidextribacter
otu1386,Colidextribacter
otu2459,Colidextribacter
otu2944,Colidextribacter
otu702,Colidextribacter
otu2125,Colidextribacter
otu2549,unclassified_Oscillospiraceae
otu760,Colidextribacter
otu879,Colidextribacter
otu1804,Colidextribacter
otu337,Colidextribacter
otu1136,Colidextribacter
otu3086,Colidextribacter
otu1837,Colidextribacter
otu4127,Colidextribacter
otu3816,Colidextribacter
otu1642,Colidextribacter
otu140,Colidextribacter
otu2585,Colidextribacter
otu1709,Colidextribacter
otu874,Colidextribacter
otu543,Colidextribacter
otu2196,Colidextribacter
otu3656,Colidextribacter
otu1309,Intestinimonas
otu1959,Intestinimonas
otu966,Flavonifractor
otu390,Flavonifractor
otu3602,Flavonifractor
otu2688,unclassified_Oscillospiraceae
otu2796,Flavonifractor
otu2450,Flavonifractor
otu2806,Flavonifractor
otu3571,Intestinimonas
otu4147,Intestinimonas
otu448,Colidextribacter
otu248,Colidextribacter
otu598,Intestinimonas
otu818,Intestinimonas
otu1516,Intestinimonas
otu278,Intestinimonas
otu1218,Intestinimonas
otu2572,unclassified_Oscillospiraceae
otu4000,unclassified_Lachnospiraceae
otu3592,unclassified_Lachnospiraceae
